Enrolled,Entry Semester,Citizenship Status,Continent,Country,Program 1 Category,Degree Type,Degree 1,Dual Degree,Campus Tour,Open House,Spring Preview,President's Reception,Virtual Call
1,Fall 2023,FN,Asia,India,DBOS,Master's,MA in Psychology,1,0,0,0,0,0
0,Fall 2023,FN,North America,United States,DBOS,Master's,MA in Psychology,1,0,0,0,0,0
0,Spring 2023,US,North America,United States,DBOS,Master's,MA in Psychology,1,0,0,0,0,0
0,Fall 2023,FN,Asia,Iran,DBOS,Master's,MA in Psychology,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MA in Psychology,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Nigeria,DBOS,Master's,MA in Psychology,1,0,0,0,0,1
1,Fall 2023,US,North America,United States,DBOS,Master's,MS in Evaluation & Applied Research (Online),1,0,0,0,0,0
1,Fall 2023,FN,Africa,Uganda,DBOS,Master's,MS in Evaluation & Applied Research (Online),1,0,0,0,0,1
0,Fall 2023,FN,North America,United States,DBOS,Master's,MS in Evaluation & Applied Research (Online),1,0,0,0,0,0
0,Summer 2023,US,North America,United States,DBOS,Master's,MS in Evaluation & Applied Research (Online),1,0,0,0,0,0
1,Spring 2023,US,North America,United States,DBOS,Master's,MS in Evaluation & Applied Research (Online),1,0,0,0,0,1
0,Fall 2023,US,North America,United States,DBOS,Master's,MS in Evaluation & Applied Research (Online),1,0,0,0,0,0
0,Spring 2023,US,North America,United States,DBOS,Master's,MS in Evaluation & Applied Research (Online),1,0,0,0,0,0
0,Summer 2023,FN,Africa,Burundi,DBOS,Master's,MS in Evaluation & Applied Research (Online),1,0,0,0,0,0
0,Spring 2023,FN,Africa,Uganda,DBOS,Master's,MS in Evaluation & Applied Research (Online),1,0,0,0,0,1
0,Spring 2023,FN,Africa,Uganda,DBOS,Master's,MS in Evaluation & Applied Research (Online),1,0,0,0,0,1
1,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Evaluation & Applied Research (Online),1,0,0,0,0,0
0,Summer 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,North America,United States,DBOS,Master's,MS in Human Resource Management,0,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,US,Asia,Pakistan,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Summer 2023,FN,Asia,India,DBOS,Master's,MS in Human Resource Management,0,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,Master's,MS in Human Resource Management,1,0,0,1,0,0
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Spring 2023,FN,Asia,India,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Asia,India,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Summer 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DBOS,Master's,MS in Human Resource Management,1,1,0,0,0,0
0,Summer 2023,FN,Asia,India,DBOS,Master's,MS in Human Resource Management,0,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Summer 2023,FN,Africa,Kenya,DBOS,Master's,MS in Human Resource Management,1,0,0,1,1,1
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Spring 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,Asia,Iran,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,North America,United States,DBOS,Master's,MS in Human Resource Management,1,0,0,1,1,1
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Summer 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Summer 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,Master's,MS in Human Resource Management,1,0,1,1,0,1
0,Spring 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Kenya,DBOS,Master's,MS in Human Resource Management,1,0,0,1,1,1
0,Fall 2023,FN,Australia,Australia,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Summer 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Summer 2023,FN,North America,United States,DBOS,Master's,MS in Human Resource Management,0,0,0,1,1,1
0,Fall 2023,FN,Asia,India,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Summer 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,Asia,Iran,DBOS,Master's,MS in Human Resource Management,0,0,0,0,0,1
0,Spring 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Summer 2023,FN,Asia,India,DBOS,Master's,MS in Human Resource Management,0,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Summer 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Spring 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Spring 2023,FN,Asia,India,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Spring 2023,FN,Asia,India,DBOS,Master's,MS in Human Resource Management,0,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Fall 2023,FN,Asia,United Arab Emirates,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
0,Summer 2023,FN,Asia,India,DBOS,Master's,MS in Human Resource Management,0,0,0,0,0,1
0,Summer 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
1,Fall 2023,FN,Africa,Nigeria,DBOS,Master's,MS in Human Resource Management,1,0,0,0,0,0
1,Fall 2023,FN,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,1,1,1
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,1,1,0
1,Fall 2023,FN,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,1,1
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,1,0,0,0,0
1,Fall 2023,FN,Asia,Japan,DBOS,PhD,PhD in Psychology,1,0,0,0,1,1
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,1,0,1
0,Fall 2023,FN,Europe,United Kingdom,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
0,Fall 2023,FN,Asia,Iran,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
0,Spring 2023,FN,Asia,Iran,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
0,Fall 2023,FN,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Kenya,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,1,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,1,1,1
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
0,Fall 2023,FN,Asia,Philippines,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
0,Spring 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
0,Fall 2023,FN,North America,United States,DBOS,PhD,PhD in Psychology,1,0,1,0,0,0
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,1,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
0,Fall 2023,FN,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,1,1
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Nigeria,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,1,1,1
0,Fall 2023,FN,Asia,Iran,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,1,0,0,1
0,Fall 2023,FN,Asia,India,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
0,Spring 2023,FN,Africa,Ghana,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,1,1
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,FN,Africa,Uganda,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,0,0,0,1
0,Fall 2023,FN,Asia,China,DBOS,PhD,PhD in Psychology,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DBOS,PhD,PhD in Psychology,1,0,1,0,0,0
0,Summer 2023,FN,Asia,Bangladesh,DBOS,PhD,PhD in Psychology,0,0,0,0,0,1
0,Spring 2023,FN,Africa,Ghana,DPE,,MS in Global Commerce & Finance,1,0,0,0,0,1
0,Spring 2023,FN,Africa,Nigeria,DPE,,MS in Global Commerce & Finance,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Nigeria,DPE,,MS in Global Commerce & Finance,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Uganda,DPE,,MS in Global Commerce & Finance,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Nigeria,DPE,,MS in Global Commerce & Finance,1,0,0,0,0,0
0,Spring 2023,FN,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Nigeria,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,The Gambia,DPE,Master's,MA in Economics,1,0,0,0,0,1
1,Fall 2023,US,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Europe,Austria,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in Economics,1,1,0,0,1,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,PR,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Europe,Russia,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Summer 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,The Gambia,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Asia,Iran,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,US,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Spring 2023,US,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,The Gambia,DPE,Master's,MA in Economics,1,0,0,0,0,0
1,Spring 2023,US,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Spring 2023,FN,Asia,India,DPE,Master's,MA in Economics,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Asia,Bangladesh,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Nigeria,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Asia,Taiwan,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Liberia,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Summer 2023,FN,Asia,Bangladesh,DPE,Master's,MA in Economics,0,0,0,0,0,0
1,Fall 2023,FN,Asia,India,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,US,Europe,Spain,DPE,Master's,MA in Economics,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,1,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Summer 2023,FN,Asia,Bangladesh,DPE,Master's,MA in Economics,0,0,0,0,0,1
0,Fall 2023,FN,Asia,South Korea,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Nigeria,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,1,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Nigeria,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Summer 2023,FN,Asia,India,DPE,Master's,MA in Economics,0,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Nigeria,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Summer 2023,FN,Asia,Pakistan,DPE,Master's,MA in Economics,0,0,0,0,0,0
0,Summer 2023,FN,Africa,Ghana,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Europe,Russia,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Asia,China,DPE,Master's,MA in Economics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DPE,Master's,MA in International Political Economy,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in International Political Economy,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in International Political Economy,1,1,0,0,0,0
0,Spring 2023,FN,Asia,Malaysia,DPE,Master's,MA in International Political Economy,1,0,0,0,0,0
0,Spring 2023,FN,Africa,Nigeria,DPE,Master's,MA in International Political Economy,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Nigeria,DPE,Master's,MA in International Political Economy,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Nigeria,DPE,Master's,MA in International Political Economy,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Political Economy,1,0,0,0,0,1
0,Spring 2023,FN,Africa,South Africa,DPE,Master's,MA in International Political Economy,1,0,0,0,0,0
0,Summer 2023,FN,Africa,Nigeria,DPE,Master's,MA in International Studies,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Summer 2023,FN,Africa,Nigeria,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,1
0,Fall 2023,US,North America,United States,DPE,Master's,MA in International Studies,1,0,0,0,0,1
0,Fall 2023,FN,Asia,Thailand,DPE,Master's,MA in International Studies,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Asia,South Korea,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,1
0,Fall 2023,US,North America,United States,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Summer 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Asia,India,DPE,Master's,MA in International Studies,1,0,0,0,0,1
0,Fall 2023,US,North America,United States,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,1
0,Spring 2023,FN,Asia,India,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Summer 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Spring 2023,FN,Asia,India,DPE,Master's,MA in International Studies,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,1
1,Fall 2023,FN,North America,United States,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Summer 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,1
0,Summer 2023,FN,Africa,The Gambia,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Asia,Vietnam,DPE,Master's,MA in International Studies,1,0,0,0,0,1
0,Spring 2023,FN,Africa,Uganda,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Summer 2023,US,North America,United States,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in International Studies,1,0,0,0,0,0
0,Fall 2023,FN,Asia,Israel,DPE,Master's,MA in Politics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Politics,1,0,0,0,0,1
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Politics,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in Politics,1,0,0,0,0,0
0,Fall 2023,US,North America,United States,DPE,Master's,MA in Politics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Politics,1,0,0,0,0,1
0,Fall 2023,US,North America,United States,DPE,Master's,MA in Politics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Ghana,DPE,Master's,MA in Politics,1,0,0,1,0,1
0,Summer 2023,FN,Asia,South Korea,DPE,Master's,MA in Politics,0,0,0,0,0,1
0,Fall 2023,FN,Africa,Kenya,DPE,Master's,MA in Politics,1,0,0,0,0,0
1,Fall 2023,US,North America,United States,DPE,Master's,MA in Politics,1,0,0,0,0,0
0,Fall 2023,FN,Africa,Nigeria,DPE,Master's,MA in Politics,1,0,0,0,0,0
